FID,IID,POPULATION,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
PJL91,PJL91,PJL,0.0047,-0.0068,0.0417,0.0031,0.0039,-0.0037,-0.0023,-0.0003,-0.0002,-0.001
PJL92,PJL92,PJL,0.0052,-0.0058,0.0355,0.0049,-0.0016,0.0005,-0.0011,-0.0023,-0.0004,0.0069
PJL93,PJL93,PJL,0.0045,-0.0072,0.0391,0.0025,0.0079,-0.0009,0.0007,0.0058,-0.0082,-0.0158
STU25,STU25,STU,0.004,-0.0079,0.0437,0.004,0.0018,-0.0019,0.0014,-0.0058,-0.0182,-0.0015
ITU1,ITU1,ITU,0.0044,-0.0052,0.037,0.0021,0.0053,-0.0037,-0.0003,-0.0031,0.0051,0.0236
ITU2,ITU2,ITU,0.0046,-0.0053,0.0362,0.0029,0,0.0026,-0.0005,-0.0036,-0.0009,-0.0029
ITU3,ITU3,ITU,0.005,-0.0048,0.0377,0.005,0.0023,-0.0026,-0.0009,-0.0025,-0.0087,-0.0018
ITU4,ITU4,ITU,0.0035,-0.0088,0.049,0.0041,-0.0022,0.0015,0.0018,-0.0065,-0.0077,0.0122
ITU5,ITU5,ITU,0.0036,-0.0097,0.0479,0.0053,0.0011,0.0016,-0.0053,-0.0052,-0.004,0.0333
ITU6,ITU6,ITU,0.0039,-0.0094,0.0434,0.0045,-0.0008,0.0009,-0.0012,-0.0039,-0.0153,0.0018
ITU7,ITU7,ITU,0.0035,-0.0095,0.047,0.0031,-0.0014,0.0009,0.0021,0.0015,-0.004,-0.0047
ITU8,ITU8,ITU,0.0041,-0.0074,0.0428,0.0045,-0.0073,0.0021,0.0066,0,0.0003,-0.0029
ITU9,ITU9,ITU,0.0041,-0.0078,0.0455,0.0037,-0.0025,-0.0016,-0.0008,-0.0049,-0.0079,0.0069
ITU10,ITU10,ITU,0.0031,-0.0109,0.0482,0.0034,-0.0016,-0.0019,-0.0015,-0.0004,0.0074,0.0235
ITU11,ITU11,ITU,0.0042,-0.0078,0.0441,0.0033,0.0006,-0.0003,0.0003,0.0006,-0.006,0.0056
STU26,STU26,STU,0.0036,-0.0083,0.0474,0.0024,0.0014,-0.0063,-0.0005,0.0015,-0.0364,-0.032
STU27,STU27,STU,0.0041,-0.0086,0.0439,0.0047,-0.006,-0.0031,0.001,0.0029,-0.009,-0.0044
STU28,STU28,STU,0.004,-0.0077,0.0442,0.0038,0.0027,-0.0045,-0.0019,0.0008,-0.0059,0.0146
STU29,STU29,STU,0.0037,-0.0088,0.0452,0.0044,0.0024,0.0023,0.0048,-0.0079,-0.0072,0.0107
STU30,STU30,STU,0.0041,-0.0092,0.044,0.0021,0.0007,0.0002,0.002,-0.0067,-0.0059,0.0251
ITU12,ITU12,ITU,0.0039,-0.0085,0.0445,0.0032,-0.002,-0.0008,0.0008,0.0034,0,0.008
STU31,STU31,STU,0.0027,-0.012,0.0483,0.0046,-0.0029,0.0015,-0.0005,0.0006,0.0008,0.0252
STU32,STU32,STU,0.0036,-0.0091,0.0434,0.0038,-0.0029,-0.0085,0.0023,-0.0014,-0.0078,0.0091
STU33,STU33,STU,0.0037,-0.0082,0.0449,0.0045,-0.0038,-0.0049,-0.0017,-0.0072,-0.0067,0.0193
STU34,STU34,STU,0.0048,-0.0048,0.0365,0.0045,0.0041,-0.004,-0.0037,-0.0023,0.0018,0.0014
STU35,STU35,STU,0.0035,-0.0086,0.044,0.0035,-0.0079,0.0003,-0.0013,-0.0118,-0.006,0.0159
STU36,STU36,STU,0.0039,-0.0076,0.0431,0.0037,-0.0002,-0.0034,0.0068,-0.0017,-0.0133,-0.0076
STU37,STU37,STU,0.0034,-0.0087,0.0435,0.0035,-0.0057,-0.003,-0.0036,-0.0002,-0.0091,-0.0013
STU38,STU38,STU,0.0036,-0.0088,0.0449,0.0054,-0.008,0.0004,-0.0015,-0.0125,-0.0068,0.0261
STU39,STU39,STU,0.0037,-0.0083,0.0429,0.0028,0.0006,0.0007,0.0002,-0.0042,-0.0048,0
STU40,STU40,STU,0.0041,-0.0084,0.0435,0.0036,-0.007,-0.0017,0.0025,-0.0005,0.0015,0.0118
STU41,STU41,STU,0.0034,-0.0112,0.047,0.0045,0.0007,-0.0035,-0.0031,-0.0002,-0.0062,0.0108
STU42,STU42,STU,0.0037,-0.0084,0.0442,0.0036,-0.0038,-0.002,-0.0011,-0.0082,0.0007,0.0269
PJL94,PJL94,PJL,0.0039,-0.0079,0.0414,0.0025,-0.0012,-0.0035,-0.0013,-0.0031,-0.01,-0.0005
PJL95,PJL95,PJL,0.0054,-0.0035,0.0332,0.0013,0.0004,0.0026,-0.0041,-0.0002,0.0167,0.0139
PJL96,PJL96,PJL,0.0064,-0.0005,0.0282,0.0026,-0.0032,-0.005,-0.0008,-0.0017,0.0016,0.0132
ITU13,ITU13,ITU,0.0035,-0.0104,0.0417,0.0015,-0.0016,-0.0001,0.0001,0.0028,0.0059,0.0216
ITU14,ITU14,ITU,0.0036,-0.0099,0.0437,0.0026,-0.0028,0.0042,-0.003,0.0053,-0.0019,-0.0123
ITU15,ITU15,ITU,0.0036,-0.0097,0.0502,0.0046,-0.0024,-0.0001,-0.003,0.0006,-0.0016,0.0128
ITU16,ITU16,ITU,0.0041,-0.0093,0.0496,0.0037,-0.001,-0.0005,-0.0011,-0.0047,-0.006,0.0264
ITU17,ITU17,ITU,0.0039,-0.007,0.0445,0.0032,-0.0063,-0.0002,0.0027,-0.0021,-0.0024,0.0105
ITU18,ITU18,ITU,0.0036,-0.0074,0.0441,0.0024,-0.0031,-0.001,0.0001,-0.0002,-0.0136,-0.014
ITU19,ITU19,ITU,0.0041,-0.0074,0.0436,0.0035,-0.0033,-0.0031,-0.0003,-0.0044,-0.0111,0.0256
ITU20,ITU20,ITU,0.0039,-0.0091,0.0438,0.0043,-0.0003,-0.002,-0.0001,0.0008,0.0029,0.0053
ITU21,ITU21,ITU,0.004,-0.0086,0.0426,0.0029,0.0045,-0.0003,-0.0014,-0.0023,0.0021,0.0103
ITU22,ITU22,ITU,0.0042,-0.007,0.0438,0.0022,-0.0047,-0.0043,-0.003,-0.007,-0.0016,0.0143
ITU23,ITU23,ITU,0.0041,-0.0086,0.0425,0.0029,0.0003,-0.0006,-0.002,-0.0007,-0.001,0.0028
ITU24,ITU24,ITU,0.0036,-0.0072,0.0434,0.0032,-0.0023,-0.0024,-0.0014,0.0001,-0.0079,0.0016
ITU25,ITU25,ITU,0.0042,-0.0091,0.0484,0.0038,-0.0029,0.0012,-0.0044,0.0044,-0.0018,0.0172
ITU26,ITU26,ITU,0.0035,-0.0099,0.0496,0.0042,-0.0017,-0.0023,0,-0.0019,0.003,0.0205
ITU27,ITU27,ITU,0.0038,-0.009,0.0499,0.0034,-0.0057,-0.0032,0,0.0019,-0.0038,0.0156
ITU28,ITU28,ITU,0.0036,-0.0096,0.0455,0.0035,0.0004,0.0003,0.0015,-0.0038,-0.0027,0.0213
ITU29,ITU29,ITU,0.0043,-0.0075,0.042,0.0042,-0.0007,0.0003,-0.0003,-0.0044,-0.0084,0.0081
ITU30,ITU30,ITU,0.0048,-0.0061,0.0383,0.0035,0.0003,0.0005,-0.0033,0.0015,0,0.0099
ITU31,ITU31,ITU,0.0041,-0.0067,0.0432,0.005,0.0006,-0.0054,-0.0006,-0.0022,-0.0117,-0.0052
ITU32,ITU32,ITU,0.0041,-0.0073,0.0426,0.0034,-0.0045,-0.0018,0.0042,-0.0072,-0.0093,0.0087
BEB18,BEB18,BEB,0.0042,-0.0104,0.0411,0.0033,-0.0002,-0.0008,-0.0021,0.0048,-0.0046,0.0011
BEB19,BEB19,BEB,0.0038,-0.0131,0.0333,0.0007,0.0035,0.0047,-0.0006,-0.0001,0.0004,-0.0019
BEB20,BEB20,BEB,0.0035,-0.0139,0.0361,0.002,-0.0004,0.0072,0.0005,0.001,-0.0021,0.0052
BEB21,BEB21,BEB,0.0042,-0.0107,0.0391,0.0007,0.0031,0.0046,0.0021,-0.0014,0.0119,0.0154
BEB22,BEB22,BEB,0.0042,-0.0107,0.0369,0.0014,0.0031,-0.0005,0.0034,0.0023,0.0011,0.0006
BEB23,BEB23,BEB,0.0039,-0.0107,0.036,0.0018,0.0023,0.0027,-0.0005,0.0001,0.0037,0.0175
BEB24,BEB24,BEB,0.0041,-0.0113,0.0351,0.0029,0.0016,0.0048,-0.0025,-0.0001,0.0064,0.0132
BEB25,BEB25,BEB,0.0044,-0.0109,0.0368,0.0034,-0.0031,0.0033,-0.0006,-0.0022,0.0103,0.0095
BEB26,BEB26,BEB,0.0041,-0.0113,0.0362,0.0004,-0.0025,0.0032,0.0002,0.0017,0.0032,0.0087
BEB27,BEB27,BEB,0.0045,-0.0118,0.0348,0.0007,0.0021,0.0048,0.0002,0.0032,-0.0042,-0.0078
BEB28,BEB28,BEB,0.0043,-0.0114,0.0345,0.0027,0.0003,0.0049,-0.0034,0.0013,0.0035,-0.0026
BEB29,BEB29,BEB,0.0044,-0.0109,0.0368,0.0012,0.0051,0.0018,0.0005,0.0002,0.0051,0.0171
BEB30,BEB30,BEB,0.0041,-0.0106,0.0375,0.0024,0.0015,0.0002,-0.0008,0.0034,0.0063,0.003
BEB31,BEB31,BEB,0.0043,-0.0107,0.0375,0.003,0.002,0.0061,-0.0005,0.0029,0.0053,0.0158
BEB32,BEB32,BEB,0.0039,-0.0119,0.0348,0.0024,0.0042,0.0061,-0.001,-0.0012,-0.0089,0.0109
BEB33,BEB33,BEB,0.004,-0.0107,0.0366,0.0024,0.0035,-0.0017,-0.0016,-0.0039,-0.003,-0.0009
BEB34,BEB34,BEB,0.004,-0.0114,0.0367,0.002,-0.0029,0.0045,-0.0041,0.0011,0.0098,0.0139
BEB35,BEB35,BEB,0.0037,-0.0119,0.0351,0.0007,0.0034,0.001,0.0031,-0.0052,0.0047,0.0118
BEB36,BEB36,BEB,0.0035,-0.0117,0.0364,0.0019,0.0064,-0.0011,0.003,0.0062,-0.0053,-0.0256
BEB37,BEB37,BEB,0.0042,-0.0113,0.0352,0.0025,0.0002,0.0007,-0.0011,-0.0016,0.006,0.0002
STU43,STU43,STU,0.0039,-0.008,0.0426,0.0025,-0.0056,-0.0017,0.001,0.0007,-0.0161,0.0105
STU44,STU44,STU,0.0039,-0.0083,0.0438,0.0044,-0.0034,-0.0035,-0.0035,-0.0001,-0.0015,0.0079
STU45,STU45,STU,0.0038,-0.0093,0.043,0.002,-0.0014,0.0004,-0.0038,-0.0016,-0.011,-0.0033
STU46,STU46,STU,0.0036,-0.0088,0.0424,0.0025,-0.0016,-0.0035,-0.002,0.0034,-0.0114,0.0068
STU47,STU47,STU,0.0036,-0.0098,0.0455,0.0017,-0.003,-0.0008,-0.0015,-0.0035,0,0.0291
STU48,STU48,STU,0.004,-0.0084,0.0445,0.0041,-0.0061,-0.0013,-0.004,0.0046,-0.0031,0.0011
STU49,STU49,STU,0.0036,-0.0089,0.0446,0.0038,0.0006,-0.002,0.0007,-0.0052,-0.0034,0.0087
STU50,STU50,STU,0.004,-0.0083,0.044,0.0035,-0.0054,0.0035,0.001,-0.0014,-0.0014,0.0338
STU51,STU51,STU,0.0037,-0.0082,0.044,0.0025,-0.0024,-0.0004,-0.0009,-0.0054,-0.0083,0.0037
STU52,STU52,STU,0.0038,-0.0085,0.0439,0.0047,-0.0032,-0.0003,0.0004,-0.0025,-0.0094,0.0137
STU53,STU53,STU,0.0032,-0.0123,0.048,0.0041,0.0046,-0.0009,-0.0026,0,-0.0075,0.0086
STU54,STU54,STU,0.004,-0.009,0.0436,0.0024,0.0012,0.0009,-0.0014,0.0006,0.0073,0.0199
STU55,STU55,STU,0.0032,-0.0099,0.0443,0.0023,-0.0052,-0.0062,-0.0034,0.0029,-0.0068,0.0002
ITU33,ITU33,ITU,0.0038,-0.0092,0.0494,0.0053,-0.0022,0.0001,-0.0029,-0.0056,0.0014,0.0315
ITU34,ITU34,ITU,0.0041,-0.0072,0.0426,0.0047,-0.0033,-0.0011,0.0085,-0.0026,0.0079,0.0299
ITU35,ITU35,ITU,0.0039,-0.0077,0.044,0.0033,-0.0044,-0.0057,-0.0023,-0.0024,0.0059,0.01
ITU36,ITU36,ITU,0.0039,-0.0075,0.044,0.0041,-0.0052,-0.0052,-0.0046,-0.0049,-0.0109,0.0018
ITU37,ITU37,ITU,0.004,-0.0081,0.0435,0.0038,-0.0031,-0.0052,-0.0006,-0.0009,-0.0086,0.0104
ITU38,ITU38,ITU,0.0032,-0.011,0.0454,0.0047,-0.0023,0.0016,-0.0009,-0.0015,-0.0018,0.0141
ITU39,ITU39,ITU,0.0045,-0.007,0.0417,0.004,-0.0076,0.0019,0.0015,-0.0046,-0.009,-0.0052
ITU40,ITU40,ITU,0.0038,-0.0076,0.0429,0.0038,-0.0026,-0.0044,0.0006,-0.0043,0.0001,0.0159
ITU41,ITU41,ITU,0.0042,-0.0075,0.0433,0.0053,-0.0078,0.0003,0.0004,-0.0035,-0.006,0.0025
ITU42,ITU42,ITU,0.004,-0.0076,0.0442,0.0038,-0.0022,-0.0009,0.0012,-0.0042,-0.0058,0.0112
ITU43,ITU43,ITU,0.004,-0.0078,0.0429,0.0046,-0.0031,-0.001,0.0043,0.0018,-0.0087,-0.0148
ITU44,ITU44,ITU,0.0038,-0.0085,0.0466,0.0041,0.0001,-0.0005,-0.0002,-0.0088,0.0077,0.0463
ITU45,ITU45,ITU,0.004,-0.0085,0.0419,0.0026,0.0017,-0.0041,-0.0015,-0.004,-0.0116,-0.0028
ITU46,ITU46,ITU,0.0046,-0.0053,0.0368,0.0024,0.0003,0.0002,0.0044,-0.0073,-0.0042,0.0086
ITU47,ITU47,ITU,0.0037,-0.0072,0.0442,0.0051,-0.0021,-0.0052,0.0002,-0.0075,-0.0119,0.0084
STU56,STU56,STU,0.0041,-0.0087,0.0445,0.003,-0.0008,-0.0027,-0.0004,-0.002,0.0041,0.0215
STU57,STU57,STU,0.0037,-0.0081,0.0441,0.004,0.0025,0.0023,-0.0016,0.001,-0.0142,-0.0081
STU58,STU58,STU,0.0037,-0.008,0.046,0.0046,-0.0065,-0.0037,-0.0017,0.0002,0.0077,0.0281
STU59,STU59,STU,0.004,-0.0084,0.0445,0.0027,-0.0003,-0.0004,-0.0004,-0.0069,-0.005,0.0097
STU60,STU60,STU,0.0051,-0.0052,0.037,0.0039,0.0032,0.0013,-0.0001,0.0023,-0.0068,-0.0089
STU61,STU61,STU,0.0036,-0.009,0.0437,0.003,-0.0039,-0.0008,0.0039,-0.0029,-0.0081,0.0025
STU62,STU62,STU,0.0035,-0.0082,0.045,0.0031,-0.0008,-0.0016,0.0069,0.0009,-0.0103,-0.0069
STU63,STU63,STU,0.0036,-0.0082,0.0443,0.0051,-0.0017,-0.0041,-0.0008,-0.0001,-0.0016,0.0215
STU64,STU64,STU,0.0035,-0.0092,0.0459,0.0042,-0.0053,0.0017,0.002,0.0004,0.0003,0.0257
STU65,STU65,STU,0.0041,-0.0079,0.0431,0.0033,-0.0056,0.0053,0.0003,0.0078,-0.0055,0.0118
STU66,STU66,STU,0.0033,-0.0084,0.0456,0.0031,-0.0017,-0.0033,0,-0.0075,-0.0171,0.0013
STU67,STU67,STU,0.004,-0.0084,0.0448,0.0034,0.0016,-0.0041,-0.003,0.001,-0.0394,-0.0323
STU68,STU68,STU,0.0041,-0.0086,0.0437,0.0028,-0.0035,-0.0051,-0.0004,-0.0022,0.0028,0.0227
BEB38,BEB38,BEB,0.0041,-0.01,0.0352,0.0038,-0.0004,0.0017,0.0005,0.0047,-0.0043,-0.0024
BEB39,BEB39,BEB,0.004,-0.0112,0.0357,0.0018,-0.0008,0.0009,-0.0031,0.0035,0,-0.0095
BEB40,BEB40,BEB,0.0039,-0.0113,0.0373,0.0016,0.0003,0.0024,-0.0039,0.0073,0.0074,0.0134
BEB41,BEB41,BEB,0.004,-0.0103,0.0385,0.0024,0.0028,0.0026,0.0037,0.0021,0.0025,-0.0001
BEB42,BEB42,BEB,0.004,-0.0116,0.0356,0.001,0.0021,0.005,-0.0017,-0.0021,0.0005,0.0094
BEB43,BEB43,BEB,0.0044,-0.0101,0.0382,0.0022,0.0009,0.0009,-0.0002,0.0027,-0.0046,-0.006
BEB44,BEB44,BEB,0.0045,-0.0112,0.0371,0.0014,0.0028,0.0013,-0.0009,0.0028,0.0092,0.0031
BEB45,BEB45,BEB,0.0043,-0.0112,0.0367,0.0016,0.0041,0.0041,-0.0008,0.0042,0.014,0.0102
BEB46,BEB46,BEB,0.0041,-0.0115,0.0372,0.001,0.0026,0.0045,0.0023,-0.0003,-0.0087,0.0036
BEB47,BEB47,BEB,0.0039,-0.0112,0.0367,0.0012,0.0009,0.0048,0.0002,-0.0027,0.0008,0.0104
BEB48,BEB48,BEB,0.0043,-0.0077,0.0382,0.003,0.001,-0.0032,-0.0035,0.0037,0.0004,0.0035
BEB49,BEB49,BEB,0.0044,-0.0105,0.0387,0.0021,0.0007,0.0007,-0.0018,0.0001,0.0064,0.0164
BEB50,BEB50,BEB,0.0042,-0.0113,0.0352,0.004,0.0027,0.0017,-0.0045,0.0032,-0.0063,-0.0038
BEB51,BEB51,BEB,0.0039,-0.011,0.0364,0.0024,0.0029,0.0004,0.001,0.0003,0.0004,-0.0042
BEB52,BEB52,BEB,0.0034,-0.0117,0.0337,0.0012,-0.0013,0.0039,0.0034,0.002,0.0064,0.0141
BEB53,BEB53,BEB,0.0037,-0.0108,0.0368,0.0015,0.0023,0.0069,0.0009,-0.0021,-0.008,-0.0014
BEB54,BEB54,BEB,0.004,-0.0119,0.0344,0.002,0.0033,0.0047,0.0019,-0.003,0.0003,0.0148
BEB55,BEB55,BEB,0.004,-0.011,0.0364,0.0019,0.0035,0.0004,-0.0041,-0.0035,0.0065,0.0253
BEB56,BEB56,BEB,0.004,-0.0114,0.0376,0.0026,0.0016,0.0021,-0.0011,0.0043,0.0024,0.0158
BEB57,BEB57,BEB,0.0034,-0.0098,0.047,0.0035,0.0014,0.002,-0.005,-0.0003,0.0056,0.0079
BEB58,BEB58,BEB,0.0035,-0.0106,0.0465,0.005,0.0046,-0.0008,-0.004,-0.0048,0.0091,0.0205
STU69,STU69,STU,0.004,-0.0088,0.0452,0.003,-0.0035,-0.0029,-0.001,0.0003,-0.004,0.0331
STU70,STU70,STU,0.0037,-0.0078,0.0426,0.0035,-0.0047,0.0022,0.0011,-0.0042,-0.0155,0.0051
STU71,STU71,STU,0.0039,-0.0076,0.0419,0.0036,-0.0035,-0.004,-0.0015,-0.0027,-0.0041,0.0139
STU72,STU72,STU,0.0034,-0.0093,0.044,0.0032,-0.0017,0.0016,0.0006,-0.0036,-0.0082,0.004
STU73,STU73,STU,0.0039,-0.0086,0.0438,0.0038,0.0015,-0.0001,-0.0001,0.0009,-0.0003,0.0272
STU74,STU74,STU,0.0039,-0.0089,0.0433,0.003,-0.0049,0.0007,0.0059,0.0014,-0.0015,0.0013
STU75,STU75,STU,0.0036,-0.0078,0.044,0.0032,-0.001,-0.0019,-0.0052,0.0006,-0.0108,0.0073
STU76,STU76,STU,0.0037,-0.008,0.0426,0.0017,-0.0051,0.0027,-0.0019,-0.0047,-0.01,-0.0007
STU77,STU77,STU,0.0036,-0.0082,0.0456,0.0047,0.0003,-0.0033,0.0022,-0.004,-0.0166,-0.0007
ITU48,ITU48,ITU,0.0039,-0.0091,0.0424,0.0038,-0.003,-0.0016,-0.0038,-0.006,0.0078,0.0252
ITU49,ITU49,ITU,0.0039,-0.0089,0.0441,0.0046,-0.0016,-0.0046,0.0012,-0.0033,0.0051,0.0216
ITU50,ITU50,ITU,0.0035,-0.01,0.0439,0.0039,-0.0068,0.0046,0.0003,0.0009,-0.0127,-0.0055
ITU51,ITU51,ITU,0.0043,-0.0072,0.0434,0.0036,-0.0022,-0.0058,0.0057,0.0056,-0.0104,0.0049
ITU52,ITU52,ITU,0.0039,-0.0078,0.0443,0.0031,-0.0012,-0.0009,-0.0001,0.0014,0.0032,0.0014
ITU53,ITU53,ITU,0.004,-0.0076,0.0444,0.0028,-0.0013,-0.0035,-0.0009,-0.0033,-0.0098,0.0025
ITU54,ITU54,ITU,0.004,-0.0077,0.0431,0.0049,0.0007,-0.0013,0.0038,0.0008,-0.0028,0.0023
ITU55,ITU55,ITU,0.004,-0.0077,0.0442,0.0031,-0.0065,-0.0032,0.0045,0.0008,0.0003,0.0065
ITU56,ITU56,ITU,0.004,-0.0074,0.0436,0.0032,-0.0041,-0.0032,-0.0018,-0.0068,0.0018,0.0331
ITU57,ITU57,ITU,0.004,-0.0087,0.0433,0.0035,0.0029,0.0005,0.0043,-0.0019,0.0041,0.0236
ITU58,ITU58,ITU,0.0032,-0.0114,0.0482,0.0029,-0.0032,-0.0052,0.0002,0.0031,0,0.0288
ITU59,ITU59,ITU,0.0037,-0.0094,0.0453,0.0022,-0.0004,0.0012,-0.0027,-0.0045,-0.0031,0.018
STU78,STU78,STU,0.0032,-0.0105,0.0468,0.0032,-0.0059,-0.0003,0.0004,-0.0008,-0.015,0.001
STU79,STU79,STU,0.004,-0.0082,0.0435,0.0044,-0.0037,0.0018,-0.0055,-0.0108,-0.0089,0.0071
STU80,STU80,STU,0.0042,-0.0085,0.0444,0.0027,-0.0017,-0.004,0.0022,-0.0004,-0.0035,0.0305
STU81,STU81,STU,0.0035,-0.0093,0.0445,0.0049,0.0017,-0.0019,0.003,-0.0003,-0.0075,0.0086
STU82,STU82,STU,0.0043,-0.0083,0.0445,0.0024,-0.0019,-0.0043,-0.005,-0.0024,-0.0087,0.0036
STU83,STU83,STU,0.0034,-0.0091,0.0446,0.0039,-0.0037,-0.0012,0.002,-0.0012,0.0069,0.0216
STU84,STU84,STU,0.0037,-0.0081,0.0446,0.0035,-0.0015,-0.0019,-0.0008,-0.0075,0.0019,0.0463
STU85,STU85,STU,0.0037,-0.0092,0.045,0.005,0.0006,-0.001,-0.0006,-0.0018,0.005,0.0204
ITU60,ITU60,ITU,0.0042,-0.0088,0.0438,0.0027,-0.0002,0.0035,-0.0022,-0.0018,0.0113,0.0218
ITU61,ITU61,ITU,0.004,-0.008,0.0441,0.0026,-0.0006,-0.0025,0.0017,-0.0032,0.002,0.0042
STU86,STU86,STU,0.0051,-0.0058,0.038,0.0039,0.0057,-0.0017,0.0007,0.0027,0.0043,0.0111
STU87,STU87,STU,0.0035,-0.0098,0.0453,0.0038,-0.0042,-0.0017,-0.0023,-0.0036,-0.0114,-0.0102
ITU62,ITU62,ITU,0.0036,-0.0096,0.042,0.0025,-0.0061,0.0008,-0.0032,0.001,-0.0102,0.0058
ITU63,ITU63,ITU,0.0039,-0.0088,0.0441,0.0033,-0.0025,0.0031,0.0002,-0.0013,-0.001,0.0165
ITU64,ITU64,ITU,0.0035,-0.0092,0.0478,0.0038,-0.0037,0.0021,-0.0036,-0.0018,0,0.0089
ITU65,ITU65,ITU,0.004,-0.0069,0.0442,0.0031,-0.0039,-0.0048,-0.0011,-0.0013,-0.0167,-0.006
ITU66,ITU66,ITU,0.0042,-0.0076,0.0437,0.0047,-0.0017,-0.0021,0.0017,-0.0034,-0.0068,0.0032
ITU67,ITU67,ITU,0.0045,-0.0071,0.0405,0.0032,0.0007,0.0056,-0.0004,-0.0029,0.001,0.0087
ITU68,ITU68,ITU,0.0037,-0.0082,0.0452,0.0038,-0.0026,0.0007,0.0036,-0.0059,-0.0033,0.0112
ITU69,ITU69,ITU,0.0037,-0.0102,0.0496,0.0041,0.0051,0.0044,-0.0046,0,0.0017,0.0292
ITU70,ITU70,ITU,0.0036,-0.0095,0.05,0.0048,-0.0018,-0.0022,-0.0008,-0.0018,-0.0072,0.0199
ITU71,ITU71,ITU,0.0037,-0.0095,0.0518,0.0047,0,0.0022,-0.0013,-0.0008,0.006,0.0276
STU88,STU88,STU,0.0036,-0.0085,0.0432,0.0027,-0.0022,0.0049,0.0014,-0.0037,0.0073,0.0159
STU89,STU89,STU,0.0036,-0.0093,0.0449,0.003,0.0043,-0.0003,0.0007,0.0049,0.0031,0.001
STU90,STU90,STU,0.0038,-0.0081,0.0429,0.0029,-0.0074,-0.0047,0.0006,0.0025,-0.0061,0.0064
STU91,STU91,STU,0.0038,-0.0093,0.044,0.0032,-0.0028,0.0026,0.0022,-0.0014,-0.0015,0.0075
STU92,STU92,STU,0.0034,-0.0087,0.0435,0.003,-0.0042,-0.0017,-0.0008,-0.0055,-0.0109,0.0223
STU93,STU93,STU,0.0039,-0.0083,0.0442,0.005,-0.0011,-0.005,-0.0038,-0.0012,-0.0004,0.0251
STU94,STU94,STU,0.0034,-0.009,0.0442,0.0028,-0.004,-0.0002,-0.0006,0.0023,0.0049,0.0191
ITU72,ITU72,ITU,0.0038,-0.0097,0.0497,0.0043,-0.0021,-0.0012,0.0004,0.0035,-0.0088,0.0189
ITU73,ITU73,ITU,0.0039,-0.0084,0.0494,0.0042,-0.004,0.0032,0.002,0.0018,0.0013,0.0273
ITU74,ITU74,ITU,0.0038,-0.0069,0.0448,0.0039,-0.0021,-0.0024,-0.0054,-0.001,-0.0026,-0.013
ITU75,ITU75,ITU,0.0047,-0.0061,0.0402,0.0041,0.0034,-0.0007,-0.0008,0.0024,0.0052,0.0117
ITU76,ITU76,ITU,0.0032,-0.0114,0.0492,0.0042,-0.0052,-0.0026,0.0016,-0.0014,-0.0181,0.0004
ITU77,ITU77,ITU,0.003,-0.0108,0.0481,0.0024,0.0025,-0.0003,-0.0037,-0.0038,-0.0081,0.008
ITU78,ITU78,ITU,0.0036,-0.0096,0.0506,0.0057,0.0002,-0.0015,-0.0037,0.002,-0.0023,0.0005
ITU79,ITU79,ITU,0.0041,-0.0084,0.0442,0.0022,-0.0046,-0.002,0.0013,-0.0017,-0.0066,0.019
STU95,STU95,STU,0.0039,-0.0083,0.0446,0.0031,-0.0044,-0.0023,0.0043,0.0008,-0.012,-0.01
ITU80,ITU80,ITU,0.0038,-0.0088,0.0432,0.0044,-0.0075,-0.0044,0.0012,0.0032,0.0123,0.0182
ITU81,ITU81,ITU,0.0045,-0.0059,0.0396,0.0038,0.0031,0.0006,0.0002,0.0032,0.0053,0.024
ITU82,ITU82,ITU,0.0043,-0.0084,0.0435,0.0035,-0.0024,-0.0055,-0.0027,0.0031,-0.0039,0.0178
ITU83,ITU83,ITU,0.0042,-0.008,0.0453,0.0032,-0.0036,-0.0021,0.0024,-0.0084,0.0108,0.023
ITU84,ITU84,ITU,0.0039,-0.0089,0.0443,0.0032,0.0024,-0.0017,-0.0038,0.0028,0.0034,0.021
ITU85,ITU85,ITU,0.004,-0.0093,0.0489,0.0019,-0.0012,0.0014,0.0004,-0.0049,0.0049,0.0169
ITU86,ITU86,ITU,0.0037,-0.0081,0.0444,0.0036,-0.0022,-0.003,0.0011,-0.0007,-0.0119,-0.0077
STU96,STU96,STU,0.004,-0.0085,0.0445,0.0057,-0.006,0.0029,-0.0013,0.002,0.0085,0.0196
STU97,STU97,STU,0.0033,-0.009,0.044,0.0039,0.0029,-0.0043,-0.0011,0.0023,-0.0054,-0.0159
STU98,STU98,STU,0.004,-0.0082,0.0448,0.004,-0.0008,-0.0033,0.0022,-0.0014,-0.0153,0.0031
STU99,STU99,STU,0.0036,-0.0078,0.0455,0.004,-0.0006,0.0028,-0.0003,-0.0034,-0.0055,0.0041
ITU87,ITU87,ITU,0.0039,-0.0082,0.0455,0.002,-0.0014,0.0012,0.0028,-0.0046,-0.0017,0.0109
BEB59,BEB59,BEB,0.0038,-0.0114,0.0355,0.002,0.0003,0.0047,-0.0045,0.0022,0.0093,0.021
BEB60,BEB60,BEB,0.0042,-0.0107,0.0359,0.0009,-0.0019,0.0064,0,0.004,0.0053,-0.0049
